"","Gene","noIR1","noIR2","IR1","IR2"
"1","ENSMUSG00000000001",2274.62615097977,2416.86036440205,2297.89612181017,2792.51707546219
"2","ENSMUSG00000000003",0,0,0,0
"3","ENSMUSG00000000028",1664.88343406791,1633.68898339806,2325.96959221677,2555.1115549879
"4","ENSMUSG00000000031",0,0,0,0
"5","ENSMUSG00000000037",0,0,9.08259336683863,1.84751377801005
"6","ENSMUSG00000000049",9.52722995174771,0,9.90828367291487,8.31381200104522
"7","ENSMUSG00000000056",883.6505780246,974.347751401637,578.808904559444,902.510480557909
"8","ENSMUSG00000000058",0,0,0,0
"9","ENSMUSG00000000078",774.087433579502,927.639888179485,4083.038563547,4755.50046459786
"10","ENSMUSG00000000085",1381.44834300342,1116.64379982261,1615.05023868512,1776.38449755666
"11","ENSMUSG00000000088",1087.29511824321,776.654004740436,1069.26894636873,910.824292558954
"12","ENSMUSG00000000093",0,4.3449175090374,4.1284515303812,15.7038671130854
"13","ENSMUSG00000000094",0,0,0,0
"14","ENSMUSG00000000103",0,0,0,0
"15","ENSMUSG00000000120",3.57271123190539,0,1.65138061215248,0.923756889005024
"16","ENSMUSG00000000125",0,2.1724587545187,6.60552244860992,0.923756889005024
"17","ENSMUSG00000000126",0,0,0,0
"18","ENSMUSG00000000127",0,0,0,0
"19","ENSMUSG00000000131",3835.90095932242,3503.08974166141,4395.9751895499,4573.52035746387
"20","ENSMUSG00000000134",322.734914615454,256.350133033207,805.87373873041,884.035342777808
"21","ENSMUSG00000000142",206.026347706544,195.521287906683,760.460771896217,734.386726758994
"22","ENSMUSG00000000148",271.52605362481,275.902261823875,175.046344888163,143.182317795779
"23","ENSMUSG00000000149",632.369888047254,619.15074503783,544.129911704242,588.4331382962
"24","ENSMUSG00000000154",0,0,0,0
"25","ENSMUSG00000000157",4.76361497587386,3.25868813177805,4.95414183645744,3.6950275560201
"26","ENSMUSG00000000159",4.76361497587386,24.9832756769651,5.77983214253368,23.0939222251256
"27","ENSMUSG00000000167",14.2908449276216,4.3449175090374,20.642257651906,5.54254133403014
"28","ENSMUSG00000000168",755.032973676006,660.427461373685,686.974334655431,862.788934330693
"29","ENSMUSG00000000171",1882.81881921414,1728.19093921963,1803.30762847051,2014.71377491996
"30","ENSMUSG00000000182",0,0,0,1.84751377801005
"31","ENSMUSG00000000183",0,0,0,0
"32","ENSMUSG00000000184",7888.54640004711,9912.92929686883,20033.7238963278,24498.0326964132
"33","ENSMUSG00000000194",914.61407536778,862.466125543924,749.726797917225,879.416558332783
"34","ENSMUSG00000000197",0,0,0,1.84751377801005
"35","ENSMUSG00000000202",0,0,0.825690306076239,0
"36","ENSMUSG00000000204",27.3907861112747,35.8455694495586,11.5596642850674,24.9414360031356
"37","ENSMUSG00000000214",0,0,0,0
"38","ENSMUSG00000000215",0,0,0,0
"39","ENSMUSG00000000216",0,0,0,0
"40","ENSMUSG00000000223",38.1089198069908,21.724587545187,30.5505413248209,26.7889497811457
"41","ENSMUSG00000000244",1152.79482416147,862.466125543924,561.469408131843,663.257446305607
"42","ENSMUSG00000000247",377.516486838003,405.163557717738,606.882374966036,674.342528973668
"43","ENSMUSG00000000248",25.0089786233377,9.77606439533415,123.02785560536,169.047510687919
"44","ENSMUSG00000000253",0,2.1724587545187,5.77983214253368,7.39005511204019
"45","ENSMUSG00000000263",1.19090374396846,1.08622937725935,0.825690306076239,0
"46","ENSMUSG00000000266",0,0,0,0
"47","ENSMUSG00000000275",2840.30542936479,2844.83473904224,2216.15278150863,2688.13254700462
"48","ENSMUSG00000000276",1223.05814505561,1167.6965805538,852.938086176755,941.30826989612
"49","ENSMUSG00000000278",819.341775850303,867.897272430221,809.176499954715,1009.66627968249
"50","ENSMUSG00000000282",1200.43097392021,1174.21395681736,2857.71414932986,3330.14358486311
"51","ENSMUSG00000000290",766.942011115691,761.446793458805,754.680939753683,784.269598765266
"52","ENSMUSG00000000295",488.27053502707,469.251090976039,412.84515303812,465.573472058532
"53","ENSMUSG00000000296",0,0,0,0
"54","ENSMUSG00000000301",63.1178984303286,48.8803219766708,80.9176499954715,84.9856337884622
"55","ENSMUSG00000000303",0,0,0,0
"56","ENSMUSG00000000305",0,0,0,0
"57","ENSMUSG00000000308",0,0,0,0
"58","ENSMUSG00000000317",2.38180748793693,3.25868813177805,7.43121275468616,12.9325964460703
"59","ENSMUSG00000000318",0,0,0,0.923756889005024
"60","ENSMUSG00000000320",9.52722995174771,9.77606439533415,2.47707091822872,10.1613257790553
"61","ENSMUSG00000000325",185.78098405908,157.503259702606,146.147184175494,215.235355138171
"62","ENSMUSG00000000326",702.633208941394,652.82385573287,631.653084148323,675.266285862673
"63","ENSMUSG00000000339",1098.01325193892,991.727421437787,907.433646377787,1126.98340458613
"64","ENSMUSG00000000340",795.523700970934,783.171381003992,791.011313221037,974.563517900301
"65","ENSMUSG00000000346",4053.83634446865,3937.58149256515,4258.91059874124,4990.13471440514
"66","ENSMUSG00000000355",706.205920173299,689.755654559688,603.579613741731,749.166836983075
"67","ENSMUSG00000000359",0,0,0,0
"68","ENSMUSG00000000365",2.38180748793693,1.08622937725935,0.825690306076239,0.923756889005024
"69","ENSMUSG00000000374",1624.39270677298,1688.00045226103,1799.17917694013,2217.01653361206
"70","ENSMUSG00000000378",1669.64704904379,1458.80605365931,1264.9575489088,1289.56461705101
"71","ENSMUSG00000000381",0,0,2.47707091822872,14.7801102240804
"72","ENSMUSG00000000384",2303.20784083501,2063.83581679277,3333.31176562978,3598.03308267457
"73","ENSMUSG00000000385",2.38180748793693,2.1724587545187,4.95414183645744,5.54254133403014
"74","ENSMUSG00000000392",0,0,0,0
"75","ENSMUSG00000000394",0,0,0,0
"76","ENSMUSG00000000399",1421.93907029835,1286.09558267507,1264.13185860272,1441.06074684784
"77","ENSMUSG00000000402",10.7181336957162,3.25868813177805,4.95414183645744,11.0850826680603
"78","ENSMUSG00000000409",252.471593721314,197.693746661202,211.376718355517,222.625410250211
"79","ENSMUSG00000000411",7.14542246381078,1.08622937725935,17.339496427601,17.5513808910955
"80","ENSMUSG00000000416",0,0,0,0
"81","ENSMUSG00000000420",2232.94451994087,2338.65184923938,2182.2994789595,2585.59553232506
"82","ENSMUSG00000000435",0,0,0,0
"83","ENSMUSG00000000439",292.962321016242,298.713078746321,284.037465290226,279.898337368522
"84","ENSMUSG00000000440",0,0,0,0
"85","ENSMUSG00000000441",894.368711720316,814.672032944513,1155.14073820066,1240.60550193375
"86","ENSMUSG00000000486",1592.23830568584,1333.88967527448,1340.92105706781,1423.50936595674
"87","ENSMUSG00000000489",0,0,0,0
"88","ENSMUSG00000000530",3.57271123190539,5.43114688629675,0,3.6950275560201
"89","ENSMUSG00000000531",115.517663164941,101.01933208512,151.101326011952,195.836460469065
"90","ENSMUSG00000000532",434.679866548489,442.095356544556,443.395694362941,483.124852949628
"91","ENSMUSG00000000538",342.980278262918,298.713078746321,410.368082119891,340.866292042854
"92","ENSMUSG00000000544",0,0,0,0
"93","ENSMUSG00000000552",458.497941427859,426.888145262925,355.046831612783,426.775682720321
"94","ENSMUSG00000000555",1.19090374396846,0,6.60552244860992,0
"95","ENSMUSG00000000560",5.95451871984232,0,3.30276122430496,3.6950275560201
"96","ENSMUSG00000000561",1181.37651401672,1087.31560663661,1543.21518205649,1710.7977584373
"97","ENSMUSG00000000562",0,11.9485231498529,0,0
"98","ENSMUSG00000000563",3040.37725835149,2867.64555596469,2861.84260086025,2956.02204481608
"99","ENSMUSG00000000567",0,0,0,0
"100","ENSMUSG00000000568",10252.4903318245,8712.64583499725,9862.87070608068,10577.9401359965
"101","ENSMUSG00000000579",89.3177807976348,78.2085151626732,53.6698698949556,116.393368014633
"102","ENSMUSG00000000581",452.543422708016,380.180282040773,422.753436711035,430.470710276341
"103","ENSMUSG00000000594",1158.74934288132,984.123815796971,793.488384139266,893.272911667858
"104","ENSMUSG00000000600",1675.60156776363,1723.84602171059,1802.48193816443,2002.70493536289
"105","ENSMUSG00000000605",1006.31366365335,966.744145760822,1212.11336931992,1329.28616327823
"106","ENSMUSG00000000606",0,0,0,0
"107","ENSMUSG00000000617",0,0,0,1.84751377801005
"108","ENSMUSG00000000627",0,0,0,0
"109","ENSMUSG00000000628",2862.93260050019,3083.8052020393,4890.56368288957,5312.52586866789
"110","ENSMUSG00000000631",1393.3573804431,1110.12642355906,1011.47062494339,1190.72262992748
"111","ENSMUSG00000000632",5.95451871984232,0,0,2.77127066701507
"112","ENSMUSG00000000673",254.853401209251,168.365553475199,120.550784687131,149.648616018814
"113","ENSMUSG00000000682",933.668535271276,1088.40183601387,855.415157094984,1125.13589080812
"114","ENSMUSG00000000686",306.062262199895,237.884233619798,123.853545911436,137.639776461749
"115","ENSMUSG00000000690",0,0,0,0
"116","ENSMUSG00000000693",28.5816898552431,31.5006519405212,50.3671086706506,88.6806613444823
"117","ENSMUSG00000000701",0,0,0,0
"118","ENSMUSG00000000706",7.14542246381078,14.1209819043716,10.7339739789911,4.61878444502512
"119","ENSMUSG00000000708",697.86959396552,576.787799324715,596.148400987045,684.503854752723
"120","ENSMUSG00000000711",760.987492395848,594.167469360865,437.615862220407,581.966840073165
"121","ENSMUSG00000000724",26.1998823673062,13.0347525271122,41.284515303812,42.4928168942311
"122","ENSMUSG00000000730",0,0,7.43121275468616,2.77127066701507
"123","ENSMUSG00000000731",0,0,0,3.6950275560201
"124","ENSMUSG00000000732",52.3997647346124,26.0695050542244,103.21128825953,84.9856337884622
"125","ENSMUSG00000000738",1000.35914493351,1017.79692649201,861.194989237518,1007.81876590448
"126","ENSMUSG00000000739",0,0,2.47707091822872,0
"127","ENSMUSG00000000740",16831.0426135063,15331.0414306385,14727.0122991758,15447.062697942
"128","ENSMUSG00000000743",753.842069932038,671.289755146279,567.249240274377,700.207721865808
"129","ENSMUSG00000000751",4130.05418408263,3797.45790289869,3387.80732583081,3759.69053825045
"130","ENSMUSG00000000753",59.5451871984232,63.0013038810423,63.5781535678704,58.1966840073165
"131","ENSMUSG00000000759",1669.64704904379,1603.2745608348,2108.81304171872,2411.00548030311
"132","ENSMUSG00000000766",8.33632620777925,11.9485231498529,1.65138061215248,5.54254133403014
"133","ENSMUSG00000000776",701.442305197425,565.925505552122,1177.43437646472,1134.37345969817
"134","ENSMUSG00000000782",69.0724171501709,54.3114688629675,81.7433403015477,82.2143631214472
"135","ENSMUSG00000000787",11755.4108567127,12348.2555606843,15345.4543384269,16970.3378079113
"136","ENSMUSG00000000791",5.95451871984232,6.5173762635561,6.60552244860992,23.0939222251256
"137","ENSMUSG00000000792",19.0544599034954,30.4144225632618,37.981754079507,40.6453031162211
"138","ENSMUSG00000000794",0,0,0.825690306076239,0
"139","ENSMUSG00000000804",903.895941672064,872.242189939259,970.186109639581,1124.21213391911
"140","ENSMUSG00000000805",0,0,0,0
"141","ENSMUSG00000000811",3664.41082019096,3458.55433719377,2789.18185392554,3158.32480350818
"142","ENSMUSG00000000817",0,0,3.30276122430496,2.77127066701507
"143","ENSMUSG00000000823",1165.89476534513,1003.67594458764,1137.80124177306,1344.06627350231
"144","ENSMUSG00000000826",3238.06727985025,3075.11536702122,3719.73482887346,4533.79881123666
"145","ENSMUSG00000000827",856.259791913326,727.773682763765,825.690306076239,1038.30274324165
"146","ENSMUSG00000000838",3885.9189165691,3622.57497315993,3751.93675081043,4199.39881741684
"147","ENSMUSG00000000861",8030.26394557935,6645.55133007271,5742.67607876025,5994.2584527536
"148","ENSMUSG00000000869",17.863556159527,7.60360564081545,8.2569030607624,20.3226515581105
"149","ENSMUSG00000000876",183.399176571143,222.677022338167,142.844422951189,165.352483131899
"150","ENSMUSG00000000881",7.14542246381078,35.8455694495586,25.5963994883634,33.2552480041809
"151","ENSMUSG00000000884",128.617604348594,82.5534326717106,107.339739789911,96.9944733455275
"152","ENSMUSG00000000889",0,0,0,0
"153","ENSMUSG00000000901",320.353107127517,308.489143141656,193.21153162184,228.167951584241
"154","ENSMUSG00000000902",1738.71946619396,1573.9463676488,1320.27879941591,1406.88174195465
"155","ENSMUSG00000000903",4267.00811463901,4404.66012478667,3329.1833140994,4487.61096678641
"156","ENSMUSG00000000915",1267.12158358245,1346.92442780159,1452.38924838811,1891.85410868229
"157","ENSMUSG00000000916",345.362085750855,281.333408710172,317.065077533276,384.28286582609
"158","ENSMUSG00000000934",125.044893116689,83.63966204897,106.514049483835,143.182317795779
"159","ENSMUSG00000000938",0,0,0,0
"160","ENSMUSG00000000942",0,0,0,0
"161","ENSMUSG00000000948",0,0,0,3.6950275560201
"162","ENSMUSG00000000957",67.8815134062024,98.8468733306009,59.4497020374892,69.2817666753768
"163","ENSMUSG00000000958",188.162791547017,237.884233619798,133.761829584351,172.74253824394
"164","ENSMUSG00000000959",1221.86724131164,1379.51130911938,1027.15874075884,1352.38008550336
"165","ENSMUSG00000000976",1084.91331075527,1074.2808541095,1195.59956319839,1405.95798506565
"166","ENSMUSG00000000982",0,1.08622937725935,3.30276122430496,9.23756889005024
"167","ENSMUSG00000000983",0,0,0,0
"168","ENSMUSG00000001014",0,0,0,0
"169","ENSMUSG00000001016",2833.16000690098,2693.84885560319,2718.99817790906,3040.08392171553
"170","ENSMUSG00000001017",3595.33840304079,3322.77566503635,4261.38766965947,4529.18002679163
"171","ENSMUSG00000001018",627.606273071381,636.530415073979,444.221384669017,603.213248520281
"172","ENSMUSG00000001020",0,0,5.77983214253368,0
"173","ENSMUSG00000001021",0,4.3449175090374,0,0
"174","ENSMUSG00000001023",0,0,0,0
"175","ENSMUSG00000001025",32.1544010871485,4.3449175090374,14.0367352032961,6.46629822303517
"176","ENSMUSG00000001027",86.9359733096979,76.0360564081545,182.477557642849,128.402207571698
"177","ENSMUSG00000001029",310.825877175769,360.628153250104,203.119815294755,291.907176925588
"178","ENSMUSG00000001034",560.915663409147,472.509779107818,767.891984650903,901.586723668904
"179","ENSMUSG00000001036",4.76361497587386,4.3449175090374,2.47707091822872,1.84751377801005
"180","ENSMUSG00000001039",34.5362085750855,41.2767163358553,25.5963994883634,42.4928168942311
"181","ENSMUSG00000001052",1829.22815073556,1592.41226706221,1530.82982746535,2035.96018336707
"182","ENSMUSG00000001053",533.524877297872,429.060604017443,403.762559671281,537.626509400924
"183","ENSMUSG00000001054",710.969535149173,674.548443278057,886.791388725881,754.709378317105
"184","ENSMUSG00000001056",2503.27966982171,2268.04693971752,2593.49325138547,2627.16459233029
"185","ENSMUSG00000001062",221.508096378134,144.468507175494,203.945505600831,208.769056915135
"186","ENSMUSG00000001065",375.134679350066,397.559952076922,461.560881096618,552.406619625004
"187","ENSMUSG00000001076",9.52722995174771,4.3449175090374,9.90828367291487,4.61878444502512
"188","ENSMUSG00000001082",514.470417394376,496.406825407523,636.607225984781,707.597776977849
"189","ENSMUSG00000001089",603.788198192011,577.874028701975,801.745287200029,777.80330054223
"190","ENSMUSG00000001095",0,0,0,0
"191","ENSMUSG00000001098",484.697823795165,596.339928115383,668.809147921754,753.7856214281
"192","ENSMUSG00000001100",977.731973798109,807.068427303697,922.29607188716,870.178989442733
"193","ENSMUSG00000001103",7.14542246381078,8.6898350180748,6.60552244860992,13.8563533350754
"194","ENSMUSG00000001105",453.734326451985,393.215034567885,377.340469876841,441.555792944402
"195","ENSMUSG00000001119",0,0,0,0
"196","ENSMUSG00000001120",0,3.25868813177805,0.825690306076239,0
"197","ENSMUSG00000001123",6446.3619661013,6097.00549455673,5369.46406041379,6117.11811899127
"198","ENSMUSG00000001127",1344.5303269404,1307.82017022026,1234.40700758398,1505.72372907819
"199","ENSMUSG00000001128",82.172358333824,59.7426157492643,70.1836760164803,68.3580097863718
"200","ENSMUSG00000001131",0,0,4.95414183645744,8.31381200104522
"201","ENSMUSG00000001134",216.74448140226,140.123589666456,211.376718355517,214.311598249166
"202","ENSMUSG00000001138",489.461438771039,506.182889802857,416.147914262425,510.837559619778
"203","ENSMUSG00000001143",565.67927838502,526.821247970785,478.900377524219,463.725958280522
"204","ENSMUSG00000001150",2585.45202815554,2534.17313714606,2449.8231381282,2643.79221633238
"205","ENSMUSG00000001151",5663.93820631401,6025.31435565762,6764.05498737655,7344.79102447895
"206","ENSMUSG00000001155",0,0,0,0
"207","ENSMUSG00000001156",202.453636474639,182.486535379571,966.0576581092,1240.60550193375
"208","ENSMUSG00000001157",696.678690221551,662.599920128204,568.900620886529,630.002198301427
"209","ENSMUSG00000001158",719.305861356952,530.079936102563,497.891254563972,623.535900078391
"210","ENSMUSG00000001166",75.0269358700132,43.449175090374,19.8165673458297,47.1116013392562
"211","ENSMUSG00000001168",0,0,0,0
"212","ENSMUSG00000001173",233.417133817819,246.574068637873,144.495803563342,228.167951584241
"213","ENSMUSG00000001175",6994.17768832679,6405.49463769839,6323.13636393184,7366.96118981507
"214","ENSMUSG00000001211",543.05210724962,500.751742916561,364.955115285698,436.937008499376
"215","ENSMUSG00000001225",5.95451871984232,8.6898350180748,2.47707091822872,0.923756889005024
"216","ENSMUSG00000001227",20.2453636474639,22.8108169224464,7.43121275468616,8.31381200104522
"217","ENSMUSG00000001228",7849.24657649615,6970.33391387325,11914.7111166801,13764.9014030639
"218","ENSMUSG00000001229",1672.02885653172,1548.96309197183,1636.51818664311,1869.68394334617
"219","ENSMUSG00000001240",1.19090374396846,0,0,0
"220","ENSMUSG00000001247",7.14542246381078,16.2934406588903,9.08259336683863,12.0088395570653
"221","ENSMUSG00000001248",1276.64881353419,1273.06083014796,1329.36139278275,1657.21985887501
"222","ENSMUSG00000001249",0,0,0,0
"223","ENSMUSG00000001260",0,0,0,0
"224","ENSMUSG00000001270",94.0813957735086,74.9498270308952,135.413210196503,88.6806613444823
"225","ENSMUSG00000001280",5812.80117431007,6082.88451265236,8223.04975821327,9162.74458204083
"226","ENSMUSG00000001281",61.9269946863601,24.9832756769651,40.4588249977357,48.9591151172663
"227","ENSMUSG00000001285",528.761262321998,496.406825407523,543.304221398166,603.213248520281
"228","ENSMUSG00000001288",0,10.8622937725935,3.30276122430496,3.6950275560201
"229","ENSMUSG00000001289",1064.66794710781,990.641192060528,891.745530562339,923.756889005024
"230","ENSMUSG00000001300",69.0724171501709,40.190486958596,93.3030045866151,93.2994457895074
"231","ENSMUSG00000001305",2672.38800146523,2540.69051340962,2878.35640698177,2740.78668967791
"232","ENSMUSG00000001313",16.6726524155585,28.2419638087431,51.1927989767268,26.7889497811457
"233","ENSMUSG00000001323",175.062850363364,149.89965406179,246.055711210719,282.669608035537
"234","ENSMUSG00000001333",8.33632620777925,11.9485231498529,26.4220897944397,18.4751377801005
"235","ENSMUSG00000001334",1.19090374396846,2.1724587545187,3.30276122430496,11.0850826680603
"236","ENSMUSG00000001348",69.0724171501709,17.3796700361496,39.6331346916595,25.8651928921407
"237","ENSMUSG00000001349",15.48174867159,3.25868813177805,12.3853545911436,18.4751377801005
"238","ENSMUSG00000001366",443.016192756269,358.455694495586,199.81705407045,306.687287149668
"239","ENSMUSG00000001376",774.087433579502,694.100572068725,839.727041279536,891.425397889848
"240","ENSMUSG00000001380",1861.38255182271,1550.04932134909,1657.16044429501,1815.18228689487
"241","ENSMUSG00000001383",3214.24920497088,3037.09733881714,2404.41017129401,2908.91044347682
"242","ENSMUSG00000001403",2272.24434349183,2145.30302008722,1674.49994072261,1995.31488025085
"243","ENSMUSG00000001415",2366.32573926534,2177.889901405,2786.70478300731,2887.66403502971
"244","ENSMUSG00000001416",6251.05375209047,5661.42751427574,6186.07177312319,6597.47170127388
"245","ENSMUSG00000001418",192.926406522891,174.882929738755,146.972874481571,222.625410250211
"246","ENSMUSG00000001419",6384.43497141493,5475.68229076439,5848.364437938,6661.21092661523
"247","ENSMUSG00000001420",107.181336957162,77.1222857854139,144.495803563342,144.106074684784
"248","ENSMUSG00000001424",4736.22418976258,4724.01156170092,4675.88420330974,5503.74354469193
"249","ENSMUSG00000001435",29.7725935992116,68.4324507673391,73.4864372407853,141.334804017769
"250","ENSMUSG00000001436",1088.48602198718,933.071035065782,1356.60917288326,1528.81765130332
"251","ENSMUSG00000001440",12419.9351458471,11537.9284452488,14202.6989548174,15030.4483410007
"252","ENSMUSG00000001441",1329.04857826881,1449.02998926397,1514.31602134382,1676.61875354412
"253","ENSMUSG00000001444",0,0,0,0
"254","ENSMUSG00000001445",553.770240945336,469.251090976039,459.083810178389,505.295018285748
"255","ENSMUSG00000001467",1780.40109723285,2439.6711813245,2458.08004118896,3310.74469019401
"256","ENSMUSG00000001472",6196.27217986792,6439.16774839343,7197.54239806658,8369.23741438552
"257","ENSMUSG00000001473",36.9180160630224,55.3976982402269,147.798564787647,110.850826680603
"258","ENSMUSG00000001482",533.524877297872,383.438970172551,466.515022933075,483.124852949628
"259","ENSMUSG00000001493",0,0,0,0
"260","ENSMUSG00000001494",7.14542246381078,11.9485231498529,3.30276122430496,4.61878444502512
"261","ENSMUSG00000001496",0,0,0.825690306076239,1.84751377801005
"262","ENSMUSG00000001497",0,0,0,0
"263","ENSMUSG00000001504",0,0,0,0
"264","ENSMUSG00000001506",0,0,2.47707091822872,0.923756889005024
"265","ENSMUSG00000001507",0,0,0,0
"266","ENSMUSG00000001508",0,0,0,0
"267","ENSMUSG00000001510",0,0,0,0
"268","ENSMUSG00000001517",3136.84046161293,3009.94160438566,2951.84284422256,3219.29275818251
"269","ENSMUSG00000001518",757.414781163943,576.787799324715,884.314317807653,999.504953903436
"270","ENSMUSG00000001520",190.544599034954,175.969159116015,432.661720383949,426.775682720321
"271","ENSMUSG00000001521",762.178396139817,623.495662546867,673.763289758211,732.539212980984
"272","ENSMUSG00000001524",277.480572344652,233.53931611076,242.752949986414,269.737011589467
"273","ENSMUSG00000001525",55067.3891211018,50718.2220829936,49746.1895604813,56778.7171826938
"274","ENSMUSG00000001542",3177.33118890786,3041.44225632618,4944.23355278452,5519.44741180502
"275","ENSMUSG00000001552",0,0,0,0
"276","ENSMUSG00000001555",5.95451871984232,10.8622937725935,20.642257651906,25.8651928921407
"277","ENSMUSG00000001558",5.95451871984232,11.9485231498529,12.3853545911436,21.2464084471156
"278","ENSMUSG00000001566",0,2.1724587545187,4.1284515303812,0.923756889005024
"279","ENSMUSG00000001569",2419.91640774392,2422.29151128835,2245.0519422213,2638.24967499835
"280","ENSMUSG00000001576",1835.1826694554,1539.1870275765,1345.87519890427,1661.83864332004
"281","ENSMUSG00000001583",0,5.43114688629675,1.65138061215248,1.84751377801005
"282","ENSMUSG00000001588",2095.9905893845,1888.95288705401,1946.97774172777,1834.58118156398
"283","ENSMUSG00000001604",0,0,0,0
"284","ENSMUSG00000001622",0,0,0,0
"285","ENSMUSG00000001627",1111.11319312258,859.207437412146,2693.40177842069,2993.89607726528
"286","ENSMUSG00000001630",887.223289256506,948.278246347413,1373.94866931086,1611.95577131377
"287","ENSMUSG00000001632",2566.39756825204,2378.84233619798,4175.51587782754,4287.15572187232
"288","ENSMUSG00000001642",1845.90080315112,1518.54866940857,1745.50930704517,1797.63090600378
"289","ENSMUSG00000001655",0,0,0,0
"290","ENSMUSG00000001656",0,0,0,0
"291","ENSMUSG00000001657",0,0,0,0
"292","ENSMUSG00000001661",0,0,0,0
"293","ENSMUSG00000001663",11.9090374396846,10.8622937725935,41.284515303812,48.9591151172663
"294","ENSMUSG00000001665",96.4632032614456,157.503259702606,141.193042339037,183.827620912
"295","ENSMUSG00000001666",323.925818359422,291.109473105506,389.725824467985,422.156898275296
"296","ENSMUSG00000001670",0,0,0,0
"297","ENSMUSG00000001672",0,0,0,0
"298","ENSMUSG00000001674",2173.39933274245,2135.52695569188,2316.06130854385,2665.03862477949
"299","ENSMUSG00000001687",1579.13836450218,1546.79063321732,2670.28244985056,2869.18889724961
"300","ENSMUSG00000001700",475.170593843417,364.973070759142,1417.7102555329,1302.49721349708
"301","ENSMUSG00000001707",974.159262566204,849.431373016812,1260.82909737842,1464.15466907296
"302","ENSMUSG00000001729",3190.43113009152,2619.98525794955,3053.40275186993,3349.54247953222
"303","ENSMUSG00000001739",9.52722995174771,18.465899413409,34.6789928552021,27.7127066701507
"304","ENSMUSG00000001741",937.241246503181,819.01695045355,1084.1313718781,1320.04859438818
"305","ENSMUSG00000001750",1083.7224070113,948.278246347413,1084.95706218418,1053.08285346573
"306","ENSMUSG00000001751",138.144834300342,169.451782852459,105.688359177759,122.859666237668
"307","ENSMUSG00000001755",344.171182006886,322.610125046027,298.074200493522,327.009938707779
"308","ENSMUSG00000001761",0,0,9.90828367291487,1.84751377801005
"309","ENSMUSG00000001763",0,3.25868813177805,4.1284515303812,3.6950275560201
"310","ENSMUSG00000001767",1252.83073865482,1157.92051615847,1291.37963870324,1494.63864641013
"311","ENSMUSG00000001768",9.52722995174771,7.60360564081545,7.43121275468616,16.6276240020904
"312","ENSMUSG00000001773",0,0,0,0
"313","ENSMUSG00000001774",1869.71887803049,1596.75718457125,1713.3073851082,2094.15686737439
"314","ENSMUSG00000001783",3257.12173975375,2996.90685185855,2901.47573555191,3442.84192532173
"315","ENSMUSG00000001785",964.632032614456,827.706785471625,1108.90208106039,1205.50274015156
"316","ENSMUSG00000001786",439.443481524363,349.765859477511,428.533268853568,607.832032965306
"317","ENSMUSG00000001794",1178.99470652878,1079.71200099579,1072.57170759303,1283.09831882798
"318","ENSMUSG00000001802",0,0,0,0
"319","ENSMUSG00000001804",0,0,0,0
"320","ENSMUSG00000001815",0,0,0,0
"321","ENSMUSG00000001819",0,0,0,0
"322","ENSMUSG00000001823",0,0,0,0
"323","ENSMUSG00000001827",0,0,0,0
"324","ENSMUSG00000001829",726.451283820763,713.652700859393,780.277339242046,889.577884111838
"325","ENSMUSG00000001833",3395.26657405409,3271.72288430516,2922.94368350989,3642.37341334681
"326","ENSMUSG00000001844",513.279513650408,458.388797203446,408.716701507738,448.945848056442
"327","ENSMUSG00000001847",2865.31440798812,2818.76523398801,2786.70478300731,3468.70711821387
"328","ENSMUSG00000001855",3731.1014298532,3091.40880768011,3895.6068640677,4130.11705074146
"329","ENSMUSG00000001864",0,0,2.47707091822872,0.923756889005024
"330","ENSMUSG00000001865",0,0,0,0
"331","ENSMUSG00000001870",2.38180748793693,0,5.77983214253368,1.84751377801005
"332","ENSMUSG00000001891",572.824700848831,455.130109071668,506.148157624735,619.840872522371
"333","ENSMUSG00000001901",8.33632620777925,14.1209819043716,1.65138061215248,5.54254133403014
"334","ENSMUSG00000001909",1375.49382428358,1148.14445176313,1666.24303766185,1829.96239711895
"335","ENSMUSG00000001910",3234.49456861835,3134.85798277049,3698.26688091548,3921.34799382633
"336","ENSMUSG00000001911",952.722995174771,764.705481590583,873.580343828661,928.375673450049
"337","ENSMUSG00000001918",4216.99015739233,4030.99721900945,4035.97421610066,4392.46400721889
"338","ENSMUSG00000001924",4556.39772442334,3807.23396729402,4094.59822783207,4278.84190987127
"339","ENSMUSG00000001930",4.76361497587386,8.6898350180748,0,4.61878444502512
"340","ENSMUSG00000001942",5.95451871984232,4.3449175090374,0,4.61878444502512
"341","ENSMUSG00000001943",2.38180748793693,0,3.30276122430496,0
"342","ENSMUSG00000001946",19.0544599034954,7.60360564081545,20.642257651906,20.3226515581105
"343","ENSMUSG00000001948",0,4.3449175090374,0,0
"344","ENSMUSG00000001962",918.186786599686,757.101875949767,748.075417305073,694.665180531778
"345","ENSMUSG00000001964",789.569182251092,605.029763133458,757.983700977988,775.95578676422
"346","ENSMUSG00000001983",184.590080315112,161.848177211643,111.468191320292,138.563533350754
"347","ENSMUSG00000001985",0,0,0,0
"348","ENSMUSG00000001986",0,0,0,0
"349","ENSMUSG00000001988",33.345304831117,40.190486958596,37.981754079507,64.6629822303517
"350","ENSMUSG00000001995",0,0,0,0
"351","ENSMUSG00000001998",746.696647468227,710.394012727615,794.314074445342,923.756889005024
"352","ENSMUSG00000001999",234.608037561787,196.607517283942,185.780318867154,195.836460469065
